25/05/2017
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
538765	JLA Infraville Shoppers Limite	64.90000
538770	Crane Infrastructure Limited	72.42000
538771	Pincon Spirit Limited	440.86000
538772	M3 Global Finance Ltd.	36.00000
538777	ASIA CAPITAL LIMITED	30.92000
538778	AKASHDEEP METAL INDUSTRIES LIM	30.98500
538786	Citizen Infoline Ltd.	53.97300
538787	Goenka Business & Finance Limi	130.00100
538788	Gilada Finance & Investments L	35.12300
538789	BUDGE BUDGE COMPANY LIMITED	63.82151
538793	TEJ INFOWAYS LIMITED	34.85500
538794	Jet Infraventure Limited	10.48000
538795	Shree Ajit Pulp And Paper Ltd.	53.56700
538812	Aanchal Ispat Limited	208.53750
538817	Captain Pipes Limited	41.58560
538833	Anubhav Infrastructure Limited	214.14888
538834	Meenakshi Enterprises Ltd.	124.00000
538835	INTELLECT DESIGN ARENA LIMITED	1017.97124
538836	Monte Carlo Fashions Limited	217.32064
538837	Jeevan Scientific Technology L	81.14465
538838	Indo Cotspin Limited	42.00500
538857	Scintilla Commercial & Credit 	100.27777
538858	Camson Bio Technologies Ltd	299.99840
538860	PANAFIC INDUSTRIALS LTD	821.25000
538861	Amsons Apparels Limited	222.77000
538862	My Money Securities Ltd.	100.00300
538863	SRI AMARNATH FINANCE LIMITED	99.80000
538868	Continental Securities Limited	32.50600
538873	WINY COMMERCIAL AND FISCAL SER	78.74860
538874	Nexus Commodities & Technologi	54.71900
538875	SELLWIN TRADERS LIMITED	82.00000
538876	S.T. SERVICES LIMITED	50.00100
538881	Galada Finance Limited	30.00000
538882	Emerald Leasing Finance & Inve	30.45000
538890	M. K. Exim (India) Ltd.	71.80500
538891	South India Projects Ltd.	30.33388
538894	Octal Credit Capital Ltd.	50.00900
538895	Mihika Industries Ltd.	100.00000
538896	Kanchi Karpooram Ltd.	41.42200
538897	Shri Niwas Leasing and Finance	39.97000
538902	Dhunseri Tea & Industries Ltd	70.04951
538918	Vani Commercials Limited	41.19800
538919	SKYLINE VENTURES INDIA  LIMITE	31.00000
538920	Spaceage Products Limited	31.24700
538921	Raghuvansh Agrofarms Limited	119.17550
538922	COSYN Limited	75.00000
538923	SOFCOM SYSTEMS LIMITED	41.55000
538926	Naturite Agro Products Limited	52.96000
538928	Karnavati Finance Limited	83.60000
538935	Abhishek Finlease limited	42.63900
538942	Mercantile Ventures Limited	1119.18195
538943	Sonal Mercantile Limited	147.38525
538952	Abhinav Leasing & Finance Limi	499.80000
538961	GENUS PAPER & BOARDS LIMITED	2571.25940
538962	Minda Corporation Limited	2093.11640
538963	Pact Industries Ltd.	494.08000
538964	Mercury Laboratories Limited	12.00000
538965	Concord Drugs Limited	72.43750
538970	Manvijay Development Company L	64.80000
538975	Shree Securities Ltd.	798.00000
538979	Greenlam Industries Ltd	241.36374
538987	TALBROS ENGINEERING LIMITED	25.38252
538992	Sar  Auto Products Limited	47.64740
538993	Purohit Construction Limited	44.05600
539005	Jayatma Spinners Limited	30.00000
539006	PTC Industries Ltd.	52.39063
539007	Pincon Lifestyle Limited	302.40000
539008	Tirupati Fincorp Limited	49.44225
539009	Gujarat Bitumen Ltd.	50.00000
539010	Shri Mahalaxmi Agricultural De	203.22600
539011	CHENNAI FERROUS INDUSTRIES LIM	36.04509
539012	Megri Soft Limited	31.40700
539013	GITA RENEWABLE ENERGY LIMITED	41.12296
539014	Kalpa Commercial Limited	102.50000
539015	Ortel Communications Limited	303.65464
539016	Neil Industries Ltd.	195.53200
539017	Akme Star Housing Finance Limi	118.69000
539018	Beekay Steel Industries Ltd.	190.72052
539026	SSPN Finance Limited	18.93200
539032	Fraser And Company Limited	57.20300
539040	Tirupati Tyres Ltd.	34.43500
539041	SVP Housing Limited	104.29400
539042	AGI Infra Limited	102.16720
539043	Manaksia Industries Limited	655.34050
539044	Manaksia Steels Limited	655.34050
539045	Manaksia Aluminium Company Ltd	655.34050
539046	Manaksia Coated Metals & Indus	655.34050
539056	Adlabs Entertainment Limited	798.97810
539083	Inox Wind Limited	2219.18226
539090	Rajputana Investment and Finan	11.00000
539091	Consecutive Investments & Trad	30.07500
539096	Aananda Lakshmi Spinning Mills	34.99270
539097	Yogya Enterprises Limited	35.00000
539098	Filtra Consultants and Enginee	68.52500
539099	Athena Constructions Limited	75.00000
539110	Northlink Fiscal And Capital S	32.50000
539111	SHESHADRI INDUSTRIES LIMITED	49.59577
539112	SAB INDUSTRIES LIMITED	151.88372
539113	Paul Merchants Ltd.	10.28000
539114	Hind Securities & Credits Limi	51.00500
539115	Alan Scott Industries Ltd.	32.63700
539116	O. P. Chains Limited	68.50000
539117	Sujala Trading & Holdings Ltd.	57.21750
539118	VRL Logistics Limited	912.43495
539119	Jain Marmo Industries Ltd.	31.30600
539120	Bangalore Fort Farms Limited	26.05000
539121	Palco Metals Limited	40.00000
539122	Bodhtree Consulting Limited	180.46167
539123	V B INDUSTRIES LIMITED	131.07950
539124	Sarvottam Finvest Limited	75.00000
539125	Layla Textile And Traders Limi	248.20000
539126	MEP Infrastructure Developers 	1625.69191
539131	Crescent Leasing Limited	40.66970
539132	Vegetable Products Limited.	1092.00000
539141	UFO Moviez India Limited	276.00801
539143	Synergy Bizcon Limited	123.25000
539148	Shivalik Rasayan Ltd.	34.20000
539149	Integrated Capital Services Lt	361.50000
539150	PNC Infratech Limited	2565.39165
539151	Arfin India Limited	40.51157
539167	Virat Leasing Limited	129.80500
539168	Spisys Limited	90.50000
539169	Funny Software Limited	200.80000
539174	Helpage Finlease Ltd.	32.17500
539175	Indra Industries Ltd.	64.77070
539176	Hawa Engineers ltd.	35.26400
539177	Authum Investment & Infrastruc	115.28090
539178	Positive Electronics Limited	32.00000
539189	Adhbhut Infrastructure Ltd.	110.00000
539190	Decillion Finance Ltd.	35.00000
539195	POCL ENTERPRISES LTD	55.75992
539196	Amba Enterprises Ltd.	126.60480
539197	Devhari Exports (India) Limite	742.83377
539198	Capfin India Limited	28.64700
539199	Moongipa Securities Ltd.	50.10200
539200	NOBLE POLYMERS LIMITED	64.79000
539201	SATIA INDUSTRIES LIMITED	100.00000
539206	GENOMIC VALLEY BIOTECH LIMITED	30.54500
539207	Manpasand Beverages Limited	572.16198
539216	Junction Fabrics and Apparels 	26.92270
539217	Srestha Finvest Limited	750.00000
539218	Saumya Consultants Ltd.	69.06908
539219	MAURIA UDYOG LIMITED	133.20000
539220	Mishka Exim Limited	144.50000
539221	Sportking India Ltd.	30.70200
539222	VMV Holidays Limited	55.78500
539223	Ambition Mica Limited	119.22000
539224	HCKK Ventures Limited	37.10000
539225	Jiya Eco-Products Limited	107.16377
539226	M.D. Inducto Cast Limited	240.87704
539227	Loyal Equipments Limited	68.00000
539228	Gala Print City Limited	47.56500
539229	Majestic Research Services and	49.98000
539230	Chemiesynth (Vapi) Limited	30.70000
539235	Grandeur Products Limited	126.11960
539246	Jyotirgamya Enterprises Limite	10.00000
539251	Balkrishna Paper Mills Ltd	107.39844
539252	Shyam Century Ferrous Limited	2221.72990
539253	Surya India Limited	69.85832
539254	Adani Transmission Limited	10998.10083
539255	STAR DELTA TRANSFORMERS LIMITE	30.00200
539265	Amrapali Fincap Limited	134.40000
539266	CONCRETE CREDIT LIMITED	75.22480
539267	PC Products India Limited	102.58706
539268	Syngene International Limited	2000.00000
539273	PECOS Hotels And Pubs Limited	13.09875
539274	Boston Leasing and Finance Ltd	69.00000
539275	Mangalam Seeds Limited	54.90079
539276	Kaya Limited	130.26614
539277	Alstone Textiles (India) Limit	127.48000
539278	Symbiox Investment & Trading C	312.87330
539287	Ortin Laboratories Limited	169.40400
539288	Avi Polymers Ltd.	40.90700
539289	MAJESCO LIMITED	234.08171
539290	Oswal Greentech Limited	2568.09159
539291	Ozone World Limited	36.99114
539300	A.K. Spintex Ltd.	50.31750
539301	Arvind SmartSpaces Limited	284.09307
539302	Power Mech Projects Limited	147.10764
539303	Minda Finance Limited	20.00000
539304	Canopy Finance Limited	92.93000
539309	Rama Steel Tubes Limited	160.34000
539310	Oyeeee Media Limited	148.14000
539311	Nishtha Finance And Investment	77.00000
539314	Universal Autofoundry Limited	81.10000
539331	VETO SWITCHGEARS AND CABLES LI	183.27100
539332	Navkar Corporation Limited	1426.08023
539333	Pennar Engineered Building Sys	342.74911
539334	Shree Pushkar Chemicals & Fert	302.19435
539335	CHPL Industries Ltd.	30.46588
539336	Gujarat Gas Limited	1376.78025
539337	H.K.Trade International Limite	26.32000
539346	Sadbhav Infrastructure Project	3522.25216
539347	Pneumatic Holdings Limited 	52.88718
539351	Prabhat Dairy Limited	976.76131
539352	P. B. Films Limited	144.17625
539353	SWARAJ AUTOMOTIVES LIMITED	23.97713
539354	POLYSPIN EXPORTS LIMITED	40.00000
539359	Pritika Auto Industries Limite	135.42000
539363	Sri Krishna Constructions (Ind	95.20000
539378	Soni Medicare Limited	42.64900
539383	Mahaveer Infoway Limited	55.09000
539384	Krishna Capital And Securities	31.58400
539391	Acme Resources Limited	257.44000
539392	Sang Froid Labs (India) Limite	51.00000
539393	Kabra Commercial Limited	29.40000
539398	Vishal Bearings Limited	59.95000
539399	Bella Casa Fashion & Retail Li	97.30000
539400	MALLCOM (INDIA) LTD.	62.40000
539401	Patdiam Jewellery Limited	43.17000
539402	Vaksons Automobiles Limited	65.75300
539403	Arambhan Hospitality Services 	50.00000
539404	SATIN CREDITCARE NETWORK LIMIT	391.11974
539405	Decorous Investment and Tradin	34.50000
539406	Swagtam Trading & Services Lim	11.90500
539407	Generic Engineering Constructi	163.56200
539408	Kuber Udyog Limited	34.33000
539409	NEERAJ PAPER MARKETING LIMITED	110.00000
539410	SINNER ENERGY INDIA LIMITED	202.98000
539428	Tejnaksh Healthcare Limited	22.08000
539433	Indo-Global Enterprises Limite	63.70000
539434	Brilliant Portfolios Ltd.	31.01800
539435	Richfield Financial Services L	37.50100
539436	Coffee Day Enterprises Limited	2060.01719
539437	IDFC Bank Limited	34004.79443
539446	KRISHANA FABRICS LIMITED	30.63400
539447	BEARDSELL LIMITED	280.99008
539448	InterGlobe Aviation Limited	3614.68363
539449	IGC Foils Limited	22.40000
539450	S H Kelkar and Company Limited	1446.20801
539455	Deepti Alloy Steel Limited	38.50400
539468	Typhoon Financial Services Lim	30.00600
539469	Apunka Invest Commercial Limit	34.50000
539470	Shree Ganesh Biotech (India) L	18.31200
539479	GTV Engineering Limited	31.23888
539481	Pariksha Fin-Invest-Lease Limi	37.50500
539486	Geetanjali Credit And Capital 	44.19200
539488	Tirupati Fin-Lease Ltd.	30.04200
539492	Garbi Finvest Limited	117.30680
539493	ADHARSHILA CAPITAL SERVICES LI	55.00000
539494	Smart Finsec Limited	30.00000
539495	Rajkot Investment Trust Limite	10.00000
539506	Adcon Capital Services Limited	35.51100
539515	Gaurav Mercantile Limited	20.00000
539518	Uday Jewellery Industries Limi	116.90600
539519	Mayukh Dealtrade Limited	32.00000
539520	Shailja Commercial Trade Frenz	32.49000
539521	Navigant Corporate Advisors Li	31.52750
539522	Grovy India Limited	14.00000
539523	Alkem Laboratories Limited	1195.65000
539524	Dr. Lal Pathlabs Limited	830.66184
539525	Navketan Merchants Limited	360.62100
539526	Suncare Traders Limited	56.11000
539527	Creative Castings Limited	13.00000
539528	Aayush Food And Herbs Limited	32.45000
539533	Kashiram Jain and Company Limi	10.60000
539542	LUX Industries Limited	252.53000
539543	Valley Magnesite Company Limit	10.50000
539544	Abhishek Infraventures Limited	32.49000
539545	Apoorva Leasing Finance & Inve	199.74900
539546	Beekay Niryat Limited	65.70000
539551	Narayana Hrudayalaya Limited	2043.60804
539552	F MEC INTERNATIONAL FINANCIAL 	31.00700
539559	Deep Diamond India Limited	32.00000
539560	Abhijit Trading Co. Ltd.	14.66195
539561	ROXY EXPORTS LIMITED	36.00000
539562	Kayel Securities Ltd.	30.05000
539570	OFS Technologies Limited	64.14500
539574	Sunshine Capital Ltd.	130.20900
539584	SHARANAM INFRAPROJECT AND TRAD	500.01000
539593	Shivansh Finserv Limited	62.40000
539594	Mishtann Foods Limited	100.16100
539595	Natco Economicals Limited	30.00400
539596	Delta Industrial Resources Lim	53.93000
539597	Jindal Stainless (Hisar) Limit	2359.34685
539598	Oracle Credit Limited	55.50000
539599	International Pumps And Projec	70.20500
539600	CHAMAK HOLDINGS LIMITED	32.45000
539607	Blue Cloud Softech Solutions L	210.00800
539620	A Infrastructure Limited	106.61425
539621	BCL Enterprises Limited	58.30000
539632	AAR COMMERCIAL COMPANY LIMITED	100.14000
539636	Precision Camshafts Limited	947.94530
539637	Blueblood Ventures Limited	30.01080
539658	TeamLease Services Limited	170.96769
539659	Vidli Restaurants Limited	43.30000
539660	Sahyog Multibase Limited	30.60000
539661	ACE MEN ENGG WORKS LIMITED	30.98500
539662	BFL Developers Limited.	51.03500
539669	RGF Capital Markets Limited	1500.24000
539673	Radhagobind Commercial Limited	14.40000
539678	Quick Heal Technologies Limite	701.21710
539679	Kapil Raj Finance Ltd.	51.40000
539680	Ganga Pharmaceuticals Limited	40.61500
539681	dynamic Archistructures Limite	50.10000
539682	Sylph Education Solutions Limi	150.00000
539683	Shivkamal Impex Limited	10.05570
539686	K.P. Energy Limited	85.50000
539691	Real Growth Commercial Enterpr	40.00000
539692	INTERACTIVE FINANCIAL SERVICES	30.13100
539693	Alora Trading Company Limited	124.42500
539697	Anubhav Industrial Resources L	50.79000
539724	HYPERSOFT TECHNOLOGIES LIMITED	42.51700
539725	Gokul Agro Resources Ltd	1318.95000
539730	Fredun Pharmaceuticals Limited	23.52400
539742	Simbhaoli Sugars Ltd	374.79020
539760	Relicab Cable Manufacturing Li	45.82530
539761	Vantage Knowledge Academy Limi	33.57500
539762	Modern Converters Limited	30.90000
539767	Mega Nirman & Industries Limit	33.47500
539770	Darjeeling Ropeway Company Lim	30.50000
539773	ADVIK INDUSTRIES LIMITED	45.87360
539785	Pudumjee Paper Products Limite	949.50000
539786	Dune Mercantile Ltd.	50.00000
539787	HealthCare Global Enterprises 	857.12986
539788	Khemani Distributors & Marketi	114.87000
539798	Umiya Tubes Limited	74.00000
539799	Bharat Wire Ropes Limited	449.52248
539800	CHD Chemicals Limited	76.69080
539807	Infibeam Incorporation Limited	538.93920
539814	RADHEY TRADE HOLDING LIMITED	32.40000
539819	Mudra Financial Services Ltd.	50.10000
539833	Shivom Investment & Consultanc	699.51325
539834	Balgopal Commercial limited	165.10000
539835	Superior Finlease Limited	30.01000
539836	Ruby Cables Limited	62.51000
539837	Raghav Ramming Mass Limited	71.79500
539839	Franklin Leasing and Finance L	157.82400
539841	Lancer Container Lines Limited	57.09400
539842	Sysco Industries Limited	79.53700
539843	NINtec Systems Limited	68.80000
539844	Equitas Holdings Limited	3379.90373
539853	Golden Capital Services Limite	31.83600
539854	Halder Venture Limited	31.60700
539861	SKIL Infrastructure Limited	2165.71232
539864	Ghushine Fintrrade Ocean Limit	49.44900
539871	Thyrocare Technologies Limited	537.23533
539872	Bajaj Healthcare Limited	68.99600
539873	Bronze Trading Limited	50.00000
539874	Ujjivan Financial Services Lim	1195.51391
539875	RSD Finance Limited	64.73240
539876	Crompton Greaves Consumer Elec	6267.46142
539883	Pilani Investment And Industri	79.08750
539884	Darshan Orna Limited	47.64694
539889	Parag Milk Foods Limited	841.14582
539894	Madhav Infra Projects Limited	64.05724
539895	Shalimar Agencies Limited	30.01000
539900	DALMIA INDUSTRIAL DEVELOPMENT 	202.47500
539909	Galaxy Commercial Limited	12.12500
539910	Kome-on Communication Limited	150.08107
539911	Svarnim Trade Udyog Limited	243.15000
539917	NAGARJUNA FERTILIZERS AND CHEM	5980.65003
539921	Shanti Educational Initiatives	161.00000
539922	Rotographics (India) Limited	36.01300
539927	LIKHAMI CONSULTING LIMITED	99.50000
539938	Intercontinental Leasing And F	32.49000
539939	Yash Chemex Limited	40.97370
539940	Max Ventures and Industries Li	689.84658
539946	Bazel International Limited	14.55000
539947	JINDAL LEASEFIN LIMITED 	30.08900
539956	TAAL Enterprises Limited	31.16342
539957	Mahanagar Gas Limited	987.77778
539962	Quest Financial Services Ltd.	1233.16500
539963	Zeal Aqua Limited	42.02200
539978	Quess Corp Limited	1267.90961
539979	DIGJAM LIMITED	876.41621
539981	Max India Ltd.	2673.03949
539982	Advance Syntex Limited	91.01859
539983	SIDH AUTOMOBILES LIMITED	29.62300
539984	HINDUSTHAN URBAN INFRASTRUCTUR	14.42885
539985	Titaanium Ten Enterprise Limit	67.28507
539986	Commercial Syn Bags Limited	118.17400
539991	GLOBE INDUSTRIAL RESOURCES LIM	20.00000
539992	LLOYDS STEELS INDUSTRIES LIMIT	8986.98382
539997	Kwality Pharmaceuticals Limite	51.88099
540005	Larsen & Toubro Infotech Limit	1706.09206
540006	Bullish Bonds & Holdings Limit	35.80000
540023	Millitoons Entertainment Limit	1700.99000
540024	ASHARI AGENCIES LIMITED	85.78500
540025	Advanced Enzyme Technologies L	1116.30025
540026	Ladam Affortable Housing Limit	183.04600
540027	Prabhat Telecoms (India) Limit	83.14800
540047	Dilip Buildcon Limited	1367.69768
540048	S.P. Apparels Limited	251.67600
540061	Bigbloc Construction Limited	141.57575
540062	Golden Crest Education & Servi	52.45000
540063	ECS Biztech Limited	205.55047
540064	Future Retail Ltd.	4718.12739
540065	RBL Bank Limited	3758.32303
540066	Sai Moh Auto Links Ltd	33.02500
540071	Camson Seeds Limited	299.99840
540072	Shiva Granito Export Limited	132.15050
540073	BLS International Services Ltd	1024.50000
540078	Mitsu Chem Plast Limited	35.25000
540079	Sprayking Agro Equipment Limit	31.72769
540080	Narayani Steels Limited	109.09000
540081	Sab Events & Governance Now Me	104.83711
540082	Riddhi Steel and Tube Limited	82.90252
